id,author_id,topic,title,summary,body,town,image_path,views_count,likes_count,sort_order,published_at
"00000000-0000-0000-0000-000000003011","00000000-0000-0000-0000-000000002011","일반","예천동 단기방 구합니다","예천동 단기방을 찾고 있어요","서산 예천동에 3~4개월 정도 살수있는 단기방이있을까요? 두명이고 보통 잠만잘용도입니다","계산1동","","290","0","10","2026-05-26T05:43:57.750+00:00"
"00000000-0000-0000-0000-000000003012","00000000-0000-0000-0000-000000002012","미용","인셀덤 저렴하게살수있을까요?","인셀덤을 저렴하게 살 방법을 묻고 있어요","인셀덤 저렴하게살수있을까요?","북변동","","307","0","11","2026-05-26T05:18:59.731+00:00"
"00000000-0000-0000-0000-000000003013","00000000-0000-0000-0000-000000002013","일반","왁뿌볼이나 말랑이","왁뿌볼이나 말랑이를 추천받고 있어요","너무 갖고 싶은데 검단이나 서구나 어디 파는데 없나요 ㅜ","검단동","","324","0","12","2026-05-26T05:15:13.950+00:00"
"00000000-0000-0000-0000-000000003014","00000000-0000-0000-0000-000000002014","취미","5월 30일 롯데vs엔씨 경기","야구 경기 티켓이나 관람 정보를 나누고 있어요","롯데 엔씨 경기 3루 2연석 구할 수 있을까요?ㅠㅠ? 혹시나 해서 당근에 문의합니다ㅠㅠ #롯데","고촌읍","","341","0","13","2026-05-26T05:04:01.355+00:00"
"00000000-0000-0000-0000-000000003015","00000000-0000-0000-0000-000000002015","일반","🍀 타로 무료로 봐드려요! 🐱","동네 이웃에게 무료 타로를 봐주고 있어요","연애운 직업운 취업운 상관없이 재밌게 봐드립니다^^ #타로 #연애운 #취업운 #금전운","원당동","","358","0","14","2026-05-26T04:35:00.466+00:00"
"00000000-0000-0000-0000-000000003016","00000000-0000-0000-0000-000000002016","고민/사연","혹시 노트북 그램 사용하시는분 계실까요?ㅜ","그램 노트북을 써본 이웃의 이야기를 듣고 싶어해요","2026 오피스 밸류팩을 중고로 구매했는데 그램 시리얼넘버가 필요한줄 몰랐네요...ㅠ 혹시 시리얼넘버만 대여해주실수 있으신분 계실까요? 산돌구름 인증에만 사용할거고 뭐 다른곳에 사용하거나 쓸일 전혀 없어요!!","원당동","","375","0","15","2026-05-26T04:32:00.930+00:00"
"00000000-0000-0000-0000-000000003017","00000000-0000-0000-0000-000000002017","반려동물","강아지 찾아가세요~~","혼자 있는 강아지의 주인을 찾고 있어요","여기는 걸포동 384-19 타일가게입니다. 주인분 어서 연락주세요~ 제가 잠시 데리고 있겠습니다.","걸포동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059129844454100992","558","3","16","2026-05-26T04:31:15.806+00:00"
"00000000-0000-0000-0000-000000003018","00000000-0000-0000-0000-000000002018","맛집","스시이안엔","스시이안엔 후기나 방문 정보를 나누고 있어요","너무 맛있네요 그저께오고 오늘 또왔어요~","원당동","","409","0","17","2026-05-26T04:19:41.809+00:00"
"00000000-0000-0000-0000-000000003019","00000000-0000-0000-0000-000000002019","맛집","검단스시이안","검단스시이안 후기나 방문 정보를 나누고 있어요","스시이안에 검단 너무 너무 맛있어요~~ 친절하고","원당동","","426","0","18","2026-05-26T04:19:03.041+00:00"
"00000000-0000-0000-0000-000000003020","00000000-0000-0000-0000-000000002020","병원/약국","무릎 인공관절 특화 센터 있는 병원 추천받아요","무릎 인공관절을 잘 보는 병원을 찾고 있어요","그냥 동네 병원 말고 무릎 수술만 전문적으로 다루는 특화 센터가 있는 곳을 찾고 있어요. 장비도 최신이고 입원실 시설도 호텔처럼 깔끔한 곳 아시는 이웃님 계실까요? 부모님 모시고 가기 좋은 곳 추천 부탁드립니다","계산동","","443","0","19","2026-05-26T04:06:53.120+00:00"
"00000000-0000-0000-0000-000000003021","00000000-0000-0000-0000-000000002021","일반","원룸 구매해요","저는 외국인 이예요 이야기를 나누고 있어요","안녕하세요 저는 외국인 이예요 효성동과 청천동 지역에 한 달에 20만 원씩 묵을 방을 구하고 있습니다.","효성1동","","460","0","20","2026-05-26T03:57:45.802+00:00"
"00000000-0000-0000-0000-000000003022","00000000-0000-0000-0000-000000002022","반려동물","고양이 A형 수혈 구합니다","고양이 수혈을 도와줄 이웃을 찾고 있어요","🚨 고양이 A형 헌혈/수혈 도움 urgently 구합니다 🚨 고양이가 복막염(FIP)으로 상태가 위급해 급하게 A형 수혈이 필요합니다. 지역: 인천 필요 혈액형: 고양이 A형 체중 조건: 보통 4~5kg 이상 건강한 아이 접종 여부: 기본접종 완료 아이 우대 일정: 오늘/가능한 가장 빠르게 연락: DM 또는 ***-****-****","연희동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059117610080317440","496","0","21","2026-05-26T03:40:45.385+00:00"
"00000000-0000-0000-0000-000000003023","00000000-0000-0000-0000-000000002023","이사/시공","원룸에 아들짐 라면 박스로 한10개","원룸에 아들짐 라면 박스로 한10개 비용과 업체 정보를 묻고 있어요","원룸 이사에서 아파트로 이사하는데 엘베비용15만원을 내라는데 무슨 가정집 이사짐도 아니고 가전은 전자레인지 하나밖에 없고 라면 박스 로 한10개 나와 용달차도 안부르고 아들차로 옮기는데 엘베 비용 넘 과한거 아닌가요? 다른곳도 이런가요?","장기본동","","684","0","22","2026-05-26T03:39:17.764+00:00"
"00000000-0000-0000-0000-000000003024","00000000-0000-0000-0000-000000002024","생활/편의","혹시 검단에 mdf 합판 제작해주는 곳 있을까요???","검단에 mdf 합판 제작해주는 곳을 도와줄 이웃이나 업체를 찾고 있어요","가구용은 아니고.... 셀프인테리어 하기 전에 필름 연습용으로 해볼거라~~~^^;; 크기는 작아요... 한 요정도 만들어줄 곳 있을 까요???","마전동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059115738955341824","549","0","23","2026-05-26T03:33:54.228+00:00"
"00000000-0000-0000-0000-000000003025","00000000-0000-0000-0000-000000002025","반려동물","A형 고양이 수혈가능한 고양이 키우시는분 찾습니다..","고양이 수혈을 도와줄 이웃을 찾고 있어요","저희 고양이가 복막염에 걸려서 혈액 수치가 너무 낮아져서 2차례 수혈을 했는데도 수치가 계속 떨어지고 지금은 고양이 피가 귀해서 구할 수가없다네요 ㅠㅠ… 염치없지만 글 올려봅니다 읽어주셔서 감사합니다","오류왕길동","","528","0","24","2026-05-26T03:31:56.883+00:00"
"00000000-0000-0000-0000-000000003026","00000000-0000-0000-0000-000000002026","병원/약국","검단 물리치료 잘하는 곳","검단 물리치료 잘하는 곳 추천을 기다리고 있어요","이 게시글은 '더블체크'님의 질문을 바탕으로 동네생활 봇이 정리한 내용이에요 🤖 비슷한 경험이나 의견이 있다면 댓글을 통해 답변을 남겨주세요.","감정동","","545","0","25","2026-05-26T03:29:45.817+00:00"
"00000000-0000-0000-0000-000000003027","00000000-0000-0000-0000-000000002027","병원/약국","검단사거리 도수치료 잘하는 곳 어디인가요?","검단사거리 도수치료 잘하는 곳 어디인가요 추천을 기다리고 있어요","이 게시글은 '더블체크'님의 질문을 바탕으로 동네생활 봇이 정리한 내용이에요 🤖 비슷한 경험이나 의견이 있다면 댓글을 통해 답변을 남겨주세요.","감정동","","562","0","26","2026-05-26T03:29:02.587+00:00"
"00000000-0000-0000-0000-000000003028","00000000-0000-0000-0000-000000002028","병원/약국","검단 도수치료 비용은 보통 얼마인가요?","검단 도수치료 비용은 보통 얼마인가요 추천을 기다리고 있어요","이 게시글은 '더블체크'님의 질문을 바탕으로 동네생활 봇이 정리한 내용이에요 🤖 비슷한 경험이나 의견이 있다면 댓글을 통해 답변을 남겨주세요.","감정동","","579","0","27","2026-05-26T03:28:44.534+00:00"
"00000000-0000-0000-0000-000000003029","00000000-0000-0000-0000-000000002029","고민/사연","턱에서 딱 소리가 나는데 어디서 고치죠..","턱에서 딱 소리가 나는데 어디서 고치죠에 대해 조언을 구하고 있어요","입 벌릴 때마다 턱에서 딱딱 소리나고 살짝 뻐근한데요ㅠ 이게 아픈 건 아니라서 병원 갈 정도인가 싶기도 하고.. 턱관절은 어디 병원과로 가야할지도 모르겠는데 비슷하게 겪어보신분 팁좀 부탁드려요 ㅠㅠ","계산동","","653","0","28","2026-05-26T03:24:36.124+00:00"
"00000000-0000-0000-0000-000000003030","00000000-0000-0000-0000-000000002030","일반","말티즈 눈물자국 효과좋은제품추천좀..","효과좋은제품추천을 기다리고 있어요","말티즈6개월아이 인데 데려올때부터 눈물자국이 심한데요 매일 눈소독티슈로 닦아주는데 안없어져요ㅠㅠ 눈가털부분도 잘라주고잇는데 눈물자국 잘 없어지는 그런제품추천해주실분 간식도 안주는편이고 사료,피부영양제 섞여서 주는데 눈물이 잘나네요","당하동","","613","0","29","2026-05-26T03:09:57.639+00:00"
"00000000-0000-0000-0000-000000003031","00000000-0000-0000-0000-000000002031","일반","인도어 골프연습장 오픈","인도어 골프연습장 오픈을 추천받고 있어요","남쪽에 동부 센트레빌 공사하는 쪽에 인도어 연습장이 크게 공사중이던데 혹시 언제쯤 오픈하는지 이름이 뭔지 아시는 분 계실까요? 아파트 커뮤니티는 기계 고장도 많고 공 날라가는거 보면서 연습하고 싶네요.","아라동","","630","0","30","2026-05-26T03:00:46.612+00:00"
"00000000-0000-0000-0000-000000003032","00000000-0000-0000-0000-000000002032","동네친구","기혼 여성 친구","기혼 여성 친구을 찾고 있어요","서울에서 살다가 결혼 후 이사 왔어요~ 29살 여자예요! 주변에 아는 사람이 많지 않아서 편하게 수다 떨고 카페도 가고, 소소한 일상 공유할 수 있는 또래 기혼 친구를 찾고 있어요 😊 부담 없이 편하게 연락 주세요!","원당동","","723","0","31","2026-05-26T02:51:25.827+00:00"
"00000000-0000-0000-0000-000000003033","00000000-0000-0000-0000-000000002033","일반","갈비탕 맛집 추천해주세요","갈비탕 맛집을 추천받고 있어요","아라동에 살아요! 꼭 아라동 아니어도 괜찮아요! 너무너무 먹고싶어요♡.♡","아라동","","740","0","32","2026-05-26T02:50:10.705+00:00"
"00000000-0000-0000-0000-000000003034","00000000-0000-0000-0000-000000002034","미용","운양역 근처 기계로 라인 잡아주는 바디관리샵 있을까요?","운양역 근처 기계로 라인 잡아주는 바디관리샵 추천을 기다리고 있어요","운양역 근처에 기계로 라인 잡아주는 바디 관리 샵 괜찮은곳 아시는분 계실까요?? 다이어트를 해도 다른 데는 빠지는거 같은데 이놈의 옆구리살이랑 러브핸들은 절대 안 빠지는거 같아요.. 나이 드니까 군살만 붙는 것 같고 바지 위로 툭 튀어나오는 게 스트레스라.. 기기관리 아시는 분 있으면 추천 해주세요 일단 운양역 근처 윤슬아 토탈뷰티 라고 새로 오픈 했던데 원장님이 경력이 15년정도?.. 오래 됐다고 하네요 기계 관리 엄청 꼼꼼하게 잘 만져주신다고 들었는데 한번 가보려고요 ㅜㅜ 손마사지는 별로 안좋아해서.. 여기가 보신 분 계시면 옆구리 군살 정리나 라인 잡는 데 효과 좀 보셨는지도 글 부탁드려요. 가격도 좀 너무 크면 부담이긴 한데 첫방문 할인 한다고 해서 일단 상담 부터 가보려고요!","운양동","","700","0","33","2026-05-26T02:48:01.963+00:00"
"00000000-0000-0000-0000-000000003035","00000000-0000-0000-0000-000000002035","맛집","소금빵푸드트럭","소금빵푸드트럭 후기나 방문 정보를 나누고 있어요","KCC2차 스위첸에 소금빵푸드트럭이 왔어요.비가와도 영업해요.","운양동","","698","0","34","2026-05-26T02:30:03.680+00:00"
"00000000-0000-0000-0000-000000003036","00000000-0000-0000-0000-000000002036","생활/편의","안녕 하세요 !!!","안녕 하세요 정보를 묻거나 나누고 있어요","증명사진 간단히 ... 찍을수 있는 곳 있을까요 ???","효성동","","791","0","35","2026-05-26T02:25:14.592+00:00"
"00000000-0000-0000-0000-000000003037","00000000-0000-0000-0000-000000002037","분실/실종","박촌동 하우스스토리 2차에서 핸드폰 분실하신분","휴대폰 목격이나 보관 사실을 알리고 있어요","하우스스토리2차 정문안 벤치위에서 핸듭곤 발견. SK 텔레콤 폰이고 카드 2장 꽂혀있어요 여기 주민인데 본인 폰으로 연락주세요. 잘 보관하고 있겠습니다","박촌동","","770","0","36","2026-05-26T02:16:30.963+00:00"
"00000000-0000-0000-0000-000000003038","00000000-0000-0000-0000-000000002038","미용","운양동 아기 미용실 어디 가시나요~?","운양동 아기 미용실 어디 가시나요 추천을 기다리고 있어요","추천해주실만한 미용실 있으신가요?!","운양동","","749","0","37","2026-05-26T02:09:17.806+00:00"
"00000000-0000-0000-0000-000000003039","00000000-0000-0000-0000-000000002039","일반","나무박스무료로 가져가세요~","나무박스무료로 가져가세요를 나누고 있어요","와인박스인데 필요하신분 가져가세요^^","고촌읍","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059092573488410624","785","0","38","2026-05-26T02:01:50.349+00:00"
"00000000-0000-0000-0000-000000003040","00000000-0000-0000-0000-000000002040","일반","코치 지갑 습득하신 분 계실까요?","사진과 같은 무늬에 반지갑을 잃어버렸어요 이야기를 나누고 있어요","사진과 같은 무늬에 반지갑을 잃어버렸어요 !ㅠㅠ 안에 신분증이랑 신용카드 다 있는데 잃어버려서 애타게 찾아욤 ㅠ.. 1500번 노선이나 주공-팬더 아파트 쪽에서 잃어버린 거 같은데 언제 잃어버렸는지 저번주 목요일이 마지막이라 혹시나 습득하셨었거나 보신 분 말씀부탁드려요 ㅠㅠ","계산2동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059092056842543104","783","0","39","2026-05-26T02:01:16.339+00:00"
"00000000-0000-0000-0000-000000003041","00000000-0000-0000-0000-000000002041","일반","전기 증설이랑 계량기 분리 작업 비용 궁금해요","전기 증설이랑 계량기 분리 작업 비용 궁금해요를 추천받고 있어요","상가 한 칸을 나누면서 계량기를 따로 달아야 하는데, 서류 작업부터 공사까지 깔끔하게 한 번에 해결해 주는 곳 추천 부탁드립니다.","사우동","","838","0","40","2026-05-26T01:43:31.909+00:00"
"00000000-0000-0000-0000-000000003042","00000000-0000-0000-0000-000000002042","생활/편의","장기동 근처 고구마 낱개로 파는 곳","롯데마트 정보를 묻거나 나누고 있어요","안녕하세요. 1인 가구라 고구마 2~3개 정도가 필요한데 롯데마트 등은 상자나 봉지로 팔더라구요ㅠ 장기동에 고구마 낱개로 파는 곳 없을까요","장기동","","817","0","41","2026-05-26T01:39:11.499+00:00"
"00000000-0000-0000-0000-000000003043","00000000-0000-0000-0000-000000002043","미용","미용실","미용실 추천을 기다리고 있어요","여자 커트 만원 이하인곳 있나요?","마전동","","872","0","42","2026-05-26T01:30:17.646+00:00"
"00000000-0000-0000-0000-000000003044","00000000-0000-0000-0000-000000002044","일반","프리마켓 하나봐요~","이번주 토요일30일에 한옥마을 건너편에서 프리마켓 하나봐요. 이야기를 나누고 있어요","이번주 토요일(30일)에 한옥마을 건너편에서 프리마켓 하나봐요. 이런거 좋아해서 작년에도 여기 갔었는데 아기자기하고 이쁜 실용적인것들 많더라고요~~ 구경가셔도 좋을것 같아용. 저도 또 가려구요~","운양동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059081101364801536","862","1","43","2026-05-26T01:16:07.749+00:00"
"00000000-0000-0000-0000-000000003045","00000000-0000-0000-0000-000000002045","반려동물","불로동 다이소건물 강아지있어요ㅠㅜ","혼자 있는 강아지의 주인을 찾고 있어요","불로동 다이소 건물에 강아지가 혼자있어요 저 애기랑 같이있어서 오래 못보고 있을 것 같은데ㅠㅠ 다이소안에서도 있었나봐요","불로대곡동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059076720562864128","1284","5","44","2026-05-26T00:59:26.351+00:00"
"00000000-0000-0000-0000-000000003046","00000000-0000-0000-0000-000000002046","분실/실종","개를 잃어버렸어요ㅠㅠ (김포 송마리 대곶면에서)","동네에서 본 강아지 소식을 나누고 있어요","혹시 보셨으면 댓글좀 부탁드립니다 (유기견 아닙니다!) 20키로 되는 중형견 / 중성화 X 진도 믹스견인데, 진짜 거짓말아니고 엄청나게 순해요! 특징) 얼굴 오른쪽 이마쪽이랑 오른쪽 뺨피부에 건선이 있어서 털이 듬성듬성있어요 귀쪽만 빼고 털을 짧게 깎아놨어요! 빨간색 목줄을 하고있을거에요! 대곶면 공장에 묶어놨는데 목줄이 달려있는 채로 나갔어요ㅠㅠ 짧지않은 목줄이 아마 지금도 달려있을수 있어요ㅠㅠ 오랜기간 사랑으로 키운 아인데 혹시 보셨으면 제보 꼭 좀 부탁드릴게요!","검단동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059074238623469568","907","2","45","2026-05-26T00:53:25.785+00:00"
"00000000-0000-0000-0000-000000003047","00000000-0000-0000-0000-000000002047","맛집","완정역 채선당 질문","완정역 채선당 후기나 방문 정보를 나누고 있어요","완정역 근처 채선당 네이버에서 검색이 안되는데 닫았나요? Byc나 샷건짐과 같은건물 주소지 채선당요.","마전동","","921","0","46","2026-05-26T00:43:47.176+00:00"
"00000000-0000-0000-0000-000000003048","00000000-0000-0000-0000-000000002048","분실/실종","불로초교 부근에 목줄없는 갈색 포메 발견","강아지 목격이나 보관 사실을 알리고 있어요","불로초등학교 부근에 있습니다 목줄이 없어요 갈색 포메 입니다","불로동","","949","1","47","2026-05-25T23:34:58.105+00:00"
"00000000-0000-0000-0000-000000003049","00000000-0000-0000-0000-000000002049","일반","노란색 지갑 찾아요","어제 오후 3시에서 4시쯤에 아라동 마디팔팔의원 검단에 들렀다가 그 건물 6층 여자화장실…","어제 오후 3시에서 4시쯤에 아라동 마디팔팔의원 검단에 들렀다가 그 건물 6층 여자화장실 첫번째 칸에 지갑을 두고 나왔는데 그게 마지막 기억이라서 혹시나 발견하셨던 분 계실까요...? 제발 찾으신 분께 사례금 드리겠습니다","당하동","","936","0","48","2026-05-25T23:28:19.556+00:00"
"00000000-0000-0000-0000-000000003050","00000000-0000-0000-0000-000000002050","취미","조축 회원모집중~","회원모집을 함께할 사람이나 정보를 찾고 있어요","조기축구 해성fc 회원 모집합니다 안녕하세요 저희는 인천 서구에서 활동하고 있는 20~60대 순수아마추어 축구팀 해성FC입니다. 현재는 서곶초등학교에서 활동중이며, 6월부터는 검단중학교에서 운동할 예정입니다. 축구를 처음해보는 쌩초보분들도 다수 있으며, 실력이 안좋으셔도 부담없이 즐길 수 있는 팀입니다. 사용 운동장은 인조잔디이며 보통 9대9 또는 10대10 자체전을 진행하고 월 1회 정도 매칭을 진행하고 있습니다. 현재 회원중 대다수가 30대입니다. 40~60대 회원이 많이 필요한 상황으로 40~60대분들 환영합니다. 댓글 써주시면 자세한 내용은 별도로 채팅 설명드리겠습니다","왕길동","","953","0","49","2026-05-25T23:00:44.526+00:00"
"00000000-0000-0000-0000-000000003051","00000000-0000-0000-0000-000000002012","일반","인경험 많으신 형님누님들 고견과 격려가 필요합니다.","인경험 많으신 형님누님들 고견과 격려가 필요합니다를 추천받고 있어요","당근에 이런 글 처음인데 진짜 너무 답답해 부족한 글실력에도 올려봅니다. 어디서 어떻게 얘기를 시작해야 할지 모르겠네요. 경기가 역대 최악이라고 다들 힘드신줄 압니다. 처자식 책임지겠다고 용접에 목공기술 배우겠다고 직업학교에 지방공사도 나다녔지만 목수일이 날씨영향에 또 요새 용접공장들은 아크 전기용접은 점차 저물어가는 추세인거 같고 티그 알곤에 경력자만 뽑는 모양새더군요. 오랜기간 나이먹고도 일반 직장인들 보다야 좀 더 벌겠지 하는 기대로 시작했고 이동식주택에서 일할 때는 '극한직업' 도 출연하고 그 이전에는 금융권에서 각자 2번씩 성실함을 인정받아 수상경력도 또 안 되겠다 싶어 대형면허 따서 버스도 도전했지만 수습 마지막날 정류장에서 출발때 암것도 안잡아 넘어지는 사건에 충격받아 그만두게 되고 지금은 당근으로 매일 연명하는 제 상황이 도대체가 어디가 무엇이 이 나이 되도록 안 풀려가는지 한탄스러 글 적습니다. ㅠㅠ 그나마 2년 전까지 아는 목수분 만나 역대급으로 벌어도 봤지만 작년 6월경 일이 끊겨 그 이후 현장일구하기도 힘드네요. 얼마전엔 길가다 농막판매 회사가 있어 면접보는데 이쪽 목수일은 외국인들이 단가가 근무시간이 다 작아먹어 국내인들은 더는 힘들다 조언하는 상황이니.","오류동","","1008","0","50","2026-05-25T22:44:57.463+00:00"
"00000000-0000-0000-0000-000000003052","00000000-0000-0000-0000-000000002029","일반","고유가 피해지원금 사용 가능한가요?","에이스할인마트를 궁금해하고 있어요","당하동 에이스할인마트 사용 가능해요~?","당하동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232059017990707924992","1025","0","51","2026-05-25T21:05:46.799+00:00"
"00000000-0000-0000-0000-000000003053","00000000-0000-0000-0000-000000002046","일반","주민센터에서 주는 거 다 안주네요","건전지 모아오거나 광고지 모아오거나 우유팩 모아오면 휴지는 진즉에 안주고 돈으로 주거나…","건전지 모아오거나 광고지 모아오거나 우유팩 모아오면 휴지는 진즉에 안주고 돈으로 주거나 쓰레기봉투 주는것도 안주네요!!! 국민한데 그런거 주는것도 아까운 가봐요 안주네요😱😱","검단동","","1053","1","52","2026-05-25T19:25:54.841+00:00"
"00000000-0000-0000-0000-000000003054","00000000-0000-0000-0000-000000002013","일반","사람을 찾고싶어 글 남깁니다ㅜ","23일에서 24일 넘어가던 새벽에 같이 담배피다가 술먹으러 걸어던중 아이스크림도 같이먹고…","23일에서 24일 넘어가던 새벽에 같이 담배피다가 술먹으러 걸어던중 아이스크림도 같이먹고 술집을 가던길에 친구들 만난뒤 사라지셨습니다ㅜ 검암 사신다고 하셨고 디자인전공에 택시타고 학교 다닌다구 하셨었는데 갑작스레 살아지셔 연락처를 못물어봤네요 며칠 고민하다 이렇게 글이라도 남겨봅니다..","경서동","","1051","1","53","2026-05-25T16:39:28.214+00:00"
"00000000-0000-0000-0000-000000003055","00000000-0000-0000-0000-000000002030","주거/부동산","투룸 여성 룸메이트 구합니다","투룸 여성 룸메이트 정보를 묻고 있어요","인천 계양구 계산역 부근 투룸 여성 룸메이트 구합니다.(저도 여자) 풀옵션 보증금 15, 월세 25 공과금 포함. 계양도서관이랑 가깝고 교통 편리해요. 저는 작업실로 쓰고 있어서 집 비우는 일이 많아요 바로 입주 가능이고 편하게 문의주세요 가격조정 약간 가능 쓰레기 청소 그때그때 잘 하시고 비흡연자분으로 구해요","계산1동","https://community-api-cdn.kr.karrotmarket.com/v1/resource/images/load?id=kr-community%232058940606850772992","1087","1","54","2026-05-25T16:00:00.358+00:00"
"00000000-0000-0000-0000-000000003056","00000000-0000-0000-0000-000000002047","일반","혹시 요즘 스마트폰 필름 무료로 해주는지점 없나요?","스마트폰을 추천받고 있어요","요즘 돈내고 해주는지점들이 많은것같아서요 혹시 무료로 해주는지점 어디 없을까요…ㅜㅜ","공촌동","","1074","0","55","2026-05-25T15:54:39.938+00:00"
"00000000-0000-0000-0000-000000003057","00000000-0000-0000-0000-000000002014","일반","둔기","안녕하세여 빌라에서 사는데 제가 새벽에 가끔 시끄럽지 안게 하는데 둔기그른걸로 바닦을 내…","안녕하세여 빌라에서 사는데 제가 새벽에 가끔 시끄럽지 안게 하는데 둔기그른걸로 바닦을 내려칩니다 어뜨게 해야될까요 신고해야될까요","심곡동","","1205","0","56","2026-05-25T15:35:32.242+00:00"
